NEIGHBORID,Pet,Pet_tag,StoreCard,No_transaction,LTD,FTD,Net_Amount,No_transaction_last_sixmonth,Tenure_days,Avg_diff_btw_trans,Recency,Tenure_FTD_days,Avg_no_transaction_sixmonth,No_Coupon_Trans,LTV_margin,marketinghomestoreid,Percent_change_tenure,Segment
2091071,"Bird,Cat,Dog,Fish,Wild Bird",4,False,62,2018-01-11,2016-07-23,767.63,24,537,8.66129,12,549,20.32787,7,221.0544,190,18.06452,A2
2117501,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,86,2018-01-03,2015-08-21,1556.53,27,866,10.06977,20,886,17.47178,0,751.62846,112,54.53488,A1
215782,"Bird,Cat,Dog,Wild Bird",4,False,145,2018-01-05,2015-11-22,3207.69,33,775,5.34483,18,793,32.91299,7,505.4988,9074,0.26437,A2
2164347,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,83,2018-01-11,2015-08-27,2438.77,17,868,10.45783,12,880,16.97727,4,1038.27051,32,0.13387,A1
8675154,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,48,2018-01-09,2017-08-31,1440.27,48,131,2.72917,14,145,59.58621,9,445.57,9035,-19.44444,A1
8696212,"Dog,Reptile,Small Animal",5,False,24,2018-01-11,2017-09-06,375.12,24,127,5.29167,12,139,31.07914,8,156.69,211,-22.77778,A1
8730463,"Dog,Fish,Reptile,Small Animal",5,False,18,2017-12-29,2017-09-18,882.79,18,102,5.66667,25,127,25.51181,7,336.62,152,-29.44444,A1
105460,"Cat,Dog,Small Animal,Wild Bird",4,False,102,2018-01-12,2015-09-14,4320.54,30,851,8.34314,11,862,21.2993,1,1284.67378,4,40.84967,A1
6954617,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,90,2017-12-30,2015-07-30,2843.21,19,884,9.82222,24,908,17.84141,5,1087.5531,7002,6.49383,A1
6971206,"Cat,Dog,Fish,Wild Bird",4,False,99,2018-01-12,2015-10-01,2546.15,19,834,8.42424,11,845,21.08876,8,660.4488,9040,-9.9046,A1
6973809,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,158,2018-01-13,2015-08-02,5409.53,31,895,5.66456,10,905,31.42541,13,1270.4697,7016,-1.35373,A1
698617,"Cat,Dog,Reptile,Wild Bird",4,False,149,2018-01-12,2015-07-27,2112.42,22,900,6.04027,11,911,29.44018,4,446.6355,90,-25.27218,A2
7029762,Bird,5,False,40,2018-01-12,2016-04-23,604.36,16,629,15.725,11,640,11.25,3,325.37,129,42.22222,A2
704098,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,174,2018-01-13,2015-07-27,3326.87,43,901,5.17816,10,911,34.3798,2,566.1382,8,25.07344,A2
5492961,"Bird,Cat,Dog,Fish,Reptile",4,False,158,2018-01-11,2015-08-01,3847.42,50,894,5.65823,12,906,31.39073,1,1385.3023,62,59.2827,A1
5523798,"Cat,Dog,Reptile,Wild Bird",4,False,154,2018-01-10,2015-07-30,3201.33,19,895,5.81169,13,908,30.52863,1,1180.6646,15,-37.76335,A1
5553241,"Bird,Cat,Dog,Wild Bird",4,False,83,2018-01-03,2015-08-02,2679.84,18,885,10.66265,20,905,16.50829,34,365.16725,4101,9.03614,A2
5566192,"Bird,Fish,Reptile,Small Animal,Wild Bird",5,False,208,2018-01-06,2015-07-27,2808.5,38,894,4.29808,17,911,41.09769,4,1393.31344,30,-7.53739,A1
5590099,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,27,2017-12-30,2017-03-11,1172.35,18,294,10.88889,24,318,15.28302,1,316.02,21,17.77778,A1
5598269,"Cat,Dog,Fish,Wild Bird",4,False,88,2018-01-13,2015-07-27,2196.33,20,901,10.23864,10,911,17.38749,5,667.0487,45,15.02525,A1
3891422,"Bird,Cat,Dog,Fish,Reptile",4,False,108,2018-01-12,2015-08-01,559.79,19,895,8.28704,11,906,21.45695,16,246.5263,192,-11.45062,A2
3915089,"Bird,Cat,Dog,Small Animal",4,False,34,2018-01-05,2017-03-27,602.06,20,284,8.35294,18,302,20.2649,0,273.65,4070,-1.30719,A1
3940773,"Bird,Cat,Dog,Wild Bird",4,False,92,2018-01-07,2015-07-26,3832.56,17,896,9.73913,16,912,18.15789,27,450.71917,57,-6.37681,A2
2411775,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,45,2018-01-05,2015-08-20,914.27,16,869,19.31111,18,887,9.13191,0,502.125,9012,75.20988,A2
2423241,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,88,2017-11-22,2016-04-23,2052.08,30,578,6.56818,62,640,24.75,24,490.08,218,21.21212,A1
2426243,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,139,2018-01-13,2015-08-09,1780.4,35,888,6.38849,10,898,27.86192,21,106.975,4099,25.6195,A3
4034404,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,51,2018-01-11,2015-08-10,695.85,31,885,17.35294,12,897,10.23411,3,394.1715,54,202.9085,A2
4035338,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,145,2018-01-13,2015-08-08,1483.79,33,889,6.13103,10,899,29.03226,8,223.402,172,13.66667,A2
2469675,"Bird,Dog,Fish,Reptile,Small Animal",5,False,64,2018-01-11,2016-06-19,2098.12,23,571,8.92188,12,583,19.75986,10,996.86,4027,16.39757,A1
2500510,"Cat,Dog,Small Animal,Wild Bird",4,False,235,2018-01-13,2015-07-31,10969.35,67,897,3.81702,10,907,46.63727,90,2723.16046,9035,43.66194,A1
2517397,"Cat,Dog,Small Animal,Wild Bird",4,False,65,2018-01-08,2015-08-22,4616.2,17,870,13.38462,15,885,13.22034,16,1704.6013,16,28.58974,A1
254174,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,119,2017-12-21,2015-07-29,2676.06,16,876,7.36134,33,909,23.56436,16,801.23171,117,-32.10084,A1
7074313,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,145,2018-01-12,2017-02-15,3483.9,104,331,2.28276,11,342,76.31579,35,932.85,9034,36.27586,A1
710314,"Bird,Cat,Dog,Wild Bird",4,False,99,2018-01-12,2015-08-01,2686.73,21,895,9.0404,11,906,19.66887,74,204.60027,23,6.76768,A2
7189843,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,74,2017-11-08,2016-12-17,1804.01,23,326,4.40541,76,402,33.13433,22,502.21,4081,-30.58559,A1
7239814,"Bird,Cat,Dog,Fish,Reptile",4,False,107,2018-01-12,2016-07-08,2160.17,82,553,5.16822,11,564,34.14894,3,883.5735,4000,140.12461,A1
7293480,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,70,2017-11-28,2016-10-14,651.24,65,410,5.85714,56,466,27.03863,23,198.65,7012,140.39683,A2
7341071,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,41,2018-01-05,2016-09-30,512.92,16,462,11.26829,18,480,15.375,0,165.47,4036,4.06504,A2
735340,"Bird,Cat,Dog,Reptile,Small Animal",4,False,49,2018-01-03,2016-06-18,1636.22,18,564,11.5102,20,584,15.10274,7,494.7481,29,19.18367,A1
1255919,"Dog,Fish,Reptile,Small Animal",5,False,40,2018-01-07,2015-07-27,425.76,17,895,22.375,16,911,7.9034,0,297.95,186,115.09722,A2
1368710,"Cat,Dog,Fish,Wild Bird",4,False,74,2018-01-10,2015-08-08,4516.48,20,886,11.97297,13,899,14.81646,7,1037.6915,8060,34.98498,A1
1424211,"Cat,Dog,Fish,Wild Bird",4,False,108,2018-01-06,2015-07-26,2066.37,26,895,8.28704,17,912,21.31579,2,875.5192,13,21.97531,A1
5665363,"Bird,Dog,Fish,Wild Bird",5,False,41,2017-11-17,2016-10-05,789.93,19,408,9.95122,67,475,15.53684,2,438.55,190,22.28997,A1
5665416,"Bird,Cat,Dog,Wild Bird",4,False,77,2018-01-13,2015-08-03,1817.02,16,894,11.61039,10,904,15.33186,0,844.67918,8038,4.35786,A1
5668144,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,105,2018-01-12,2015-08-03,2310.1,24,893,8.50476,11,904,20.90708,20,740.2159,53,14.79365,A1
5674182,"Bird,Cat,Dog,Wild Bird",4,False,74,2017-12-22,2015-07-31,1402.43,17,875,11.82432,32,907,14.68578,6,627.19225,28,15.75826,A1
5694255,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,110,2017-12-30,2016-05-01,2217.82,18,608,5.52727,24,632,31.32911,25,715.1388,27,-42.54545,A1
5732828,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,92,2018-01-09,2015-07-27,5119.19,21,897,9.75,14,911,18.17783,1,2147.6905,9052,15.52536,A1
5747448,"Bird,Cat,Dog,Fish,Reptile",4,False,135,2017-12-28,2016-02-16,4592.46,29,681,5.04444,26,707,34.37058,30,1477.7365,9052,-15.62551,A1
5750798,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,174,2018-01-13,2015-07-28,3633.34,42,900,5.17241,10,910,34.41758,1,1814.62661,189,22.03065,A1
5821008,"Bird,Cat,Dog,Wild Bird",4,False,80,2018-01-11,2015-10-12,3646.67,25,822,10.275,12,834,17.26619,0,1353.68088,9046,44.79167,A1
5846995,"Bird,Cat,Dog,Fish,Reptile",4,False,210,2018-01-08,2015-07-30,6287.65,43,893,4.25238,15,908,41.62996,35,782.4002,9060,3.29101,A1
5892950,"Bird,Cat,Dog,Fish,Wild Bird",4,False,65,2018-01-09,2015-07-31,2185.02,17,893,13.73846,14,907,12.89967,3,617.88524,51,31.78632,A2
4069317,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,154,2018-01-12,2015-08-07,3573.17,31,889,5.77273,11,900,30.8,9,902.89846,60,0.64935,A1
4089104,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,91,2018-01-13,2015-08-05,6654.33,22,892,9.8022,10,902,18.15965,0,2359.1555,118,21.14774,A1
4242731,"Bird,Cat,Dog,Small Animal",4,False,22,2017-12-30,2017-04-08,1184.02,18,266,12.09091,24,290,13.65517,6,393.22,7011,31.81818,A1
4275122,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,69,2018-01-13,2015-08-02,5113.11,16,895,12.97101,10,905,13.72376,4,2525.51175,7017,16.58615,A1
4290559,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,54,2018-01-08,2015-09-04,1491.9,18,857,15.87037,15,872,11.14679,9,544.1534,113,61.48148,A2
4306990,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,85,2018-01-13,2015-08-02,1439.6,17,895,10.52941,10,905,16.90608,25,205.42811,8035,0.55556,A2
4337332,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,43,2017-12-24,2015-08-25,961.04,19,852,19.81395,30,882,8.77551,28,-84.4508,9049,116.51163,A3
4345367,"Cat,Dog,Fish,Wild Bird",4,False,59,2018-01-10,2017-02-22,2893.96,40,322,5.45763,13,335,31.70149,3,853.59,4020,26.17702,A1
2606009,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,138,2018-01-06,2015-07-30,6223.82,29,891,6.45652,17,908,27.35683,22,3016.02888,198,6.00644,A1
2618689,"Bird,Cat,Dog,Fish",4,False,151,2017-10-09,2015-07-29,963.0,17,803,5.31788,106,909,29.90099,2,169.47724,9038,-43.1457,A2
2630736,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,64,2018-01-06,2016-02-21,948.06,17,685,10.70312,17,702,16.41026,0,322.323,4006,3.59375,A2
2636844,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,77,2018-01-02,2015-08-01,1508.12,16,885,11.49351,21,906,15.29801,0,649.14427,9049,4.58874,A1
2649850,"Dog,Fish,Reptile,Small Animal",5,False,48,2018-01-08,2015-09-02,1513.54,18,859,17.89583,15,874,9.88558,14,493.3,87,82.08333,A2
2670957,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,111,2017-12-20,2015-08-01,2743.68,19,872,7.85586,34,906,22.05298,6,885.95983,62,-13.84384,A1
2692233,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,199,2018-01-12,2015-07-26,10455.93,29,901,4.52764,11,912,39.27632,8,3237.191,4,-26.16415,A1
2726248,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,108,2018-01-11,2015-07-27,3479.52,26,899,8.32407,12,911,21.33919,41,1654.543,172,21.84156,A1
2846184,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,84,2018-01-05,2015-08-05,4011.5,22,884,10.52381,18,902,16.76275,5,1936.74589,4055,31.24339,A1
746281,"Bird,Cat,Dog,Fish,Wild Bird",4,False,78,2017-12-24,2015-08-26,1068.88,26,851,10.91026,30,881,15.93644,45,-24.778,28,63.14815,A3
752192,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,116,2017-12-20,2015-07-27,1514.86,18,877,7.56034,34,911,22.91987,2,670.5684,228,-21.46552,A1
764478,"Cat,Dog,Reptile,Wild Bird",4,False,86,2017-12-29,2015-07-30,8807.92,16,883,10.26744,25,908,17.04846,16,3331.5804,121,-6.14987,A1
7671296,"Bird,Cat",5,False,149,2018-01-13,2016-09-24,2764.89,64,476,3.19463,10,486,55.18519,2,458.08,4041,15.97315,A1
7726677,"Fish,Reptile",5,False,31,2017-11-14,2017-05-10,435.97,17,188,6.06452,70,258,21.62791,0,197.72,224,-21.39785,A1
7739761,"Fish,Reptile,Small Animal",5,False,35,2018-01-09,2017-05-12,434.15,21,242,6.91429,14,256,24.60938,24,327.74,4040,-14.66667,A1
1504945,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,79,2018-01-06,2015-08-24,5410.97,22,866,10.96203,17,883,16.10419,10,1346.27874,7014,36.61041,A1
1650271,"Bird,Cat,Dog,Reptile,Small Animal",4,False,70,2017-12-28,2015-11-23,2263.04,22,766,10.94286,26,792,15.90909,1,559.5736,9033,38.28571,A1
1655358,"Cat,Dog,Fish,Wild Bird",4,False,77,2018-01-07,2015-12-21,1909.25,17,748,9.71429,16,764,18.14136,0,740.0777,9046,-6.29149,A1
1669790,"Dog,Fish,Reptile,Small Animal",5,False,52,2018-01-13,2017-01-30,783.75,26,348,6.69231,10,358,26.14525,2,474.95,8049,-0.55556,A1
1670301,"Bird,Cat,Dog,Fish,Wild Bird",4,False,125,2018-01-13,2015-08-30,5425.85,25,867,6.936,10,877,25.65564,9,2218.97244,9044,-2.55556,A1
5946552,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,171,2018-01-08,2016-09-02,4397.74,68,493,2.88304,15,508,60.59055,61,1418.664,4043,12.22872,A1
599954,"Bird,Cat,Dog,Wild Bird",4,False,62,2018-01-06,2015-08-12,1252.72,17,878,14.16129,17,895,12.46927,7,405.87814,65,36.33513,A2
6061375,"Cat,Dog,Reptile,Wild Bird",4,False,51,2018-01-05,2015-07-31,745.64,18,889,17.43137,18,907,10.12128,0,154.4314,85,77.84314,A2
6105890,"Bird,Cat,Dog,Fish",4,False,99,2018-01-07,2015-08-01,5331.94,18,890,8.9899,16,906,19.66887,20,987.7786,7002,-8.48485,A1
6158453,"Cat,Dog,Fish,Wild Bird",4,False,98,2018-01-10,2015-07-28,3998.68,21,897,9.15306,13,910,19.38462,1,258.1881,8014,8.33333,A2
6189501,"Bird,Cat,Dog,Small Animal",4,False,128,2018-01-13,2015-07-30,7946.66,47,898,7.01562,10,908,25.37445,1,3406.9732,8014,85.22569,A1
6225655,"Bird,Cat,Dog,Fish,Small Animal",4,False,27,2018-01-13,2016-07-18,1153.06,18,544,20.14815,10,554,8.77256,17,311.79,184,105.18519,A2
624745,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,243,2018-01-11,2015-07-28,7612.77,23,898,3.69547,12,910,48.06593,33,3468.43441,29,-52.14906,A1
6271364,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,81,2017-12-29,2015-07-31,3310.91,21,882,10.88889,25,907,16.07497,16,1294.99197,8055,30.63786,A1
6274561,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,81,2018-01-05,2015-07-29,1731.95,34,891,11.0,18,909,16.0396,8,922.9153,8032,111.97531,A1
6281783,"Cat,Dog,Reptile,Wild Bird",4,False,68,2018-01-13,2015-08-01,1861.78,19,896,13.17647,10,906,13.50993,8,380.8678,9016,40.63725,A2
4402354,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,34,2018-01-08,2016-07-17,411.17,22,540,15.88235,15,555,11.02703,1,198.56,4032,99.5098,A2
4446141,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,63,2017-12-24,2015-08-02,1576.79,29,875,13.88889,30,905,12.53039,2,547.8537,219,131.43739,A2
4524024,"Cat,Dog,Small Animal,Wild Bird",4,False,67,2018-01-06,2015-08-15,3828.03,19,875,13.0597,17,892,13.52018,4,1305.5644,38,40.53068,A1
4542778,"Dog,Fish,Reptile,Small Animal",5,False,124,2018-01-10,2015-07-26,4843.62,24,899,7.25,13,912,24.47368,5,2128.0344,145,-1.93548,A1
4546820,"Dog,Fish,Reptile,Small Animal",5,False,50,2018-01-13,2015-10-06,2346.08,19,830,16.6,10,840,10.71429,23,1272.32,181,77.33333,A1
4614702,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,413,2018-01-10,2015-12-24,11955.65,21,748,1.81114,13,761,97.68725,20,4132.23142,18,-78.50282,A1
4642528,"Bird,Cat,Dog,Fish,Reptile",4,False,44,2018-01-08,2015-10-17,2340.36,16,814,18.5,15,829,9.55368,0,824.8,7004,67.47475,A1
7958563,"Bird,Cat,Dog,Fish,Small Animal",4,False,18,2018-01-13,2017-06-16,459.47,16,211,11.72222,10,221,14.66063,0,228.81,4090,9.1358,A1
7997155,"Cat,Reptile",5,False,43,2018-01-13,2016-12-29,133.09,24,380,8.83721,10,390,19.84615,0,10.4806,8020,20.93023,A3
8055189,"Cat,Reptile",5,False,27,2017-11-30,2017-07-11,898.64,25,142,5.25926,54,196,24.79592,6,601.13,8007,0.82305,A1
8322235,"Dog,Reptile,Small Animal",5,False,18,2018-01-07,2017-07-31,204.16,18,160,8.88889,16,176,18.40909,4,130.86,4046,-2.22222,A1
8579884,"Bird,Cat,Dog,Fish",4,False,20,2018-01-01,2017-08-01,474.74,20,153,7.65,22,175,20.57143,4,226.27,4141,-2.77778,A1
8583376,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,147,2018-01-13,2015-07-28,2701.91,17,900,6.12245,10,910,29.07692,28,756.88924,134,-41.53439,A1
1729859,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,129,2018-01-12,2015-08-10,2869.23,95,886,6.86822,11,897,25.88629,19,1383.8231,9056,266.98966,A1
175816,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,40,2018-01-06,2016-08-30,1633.56,18,494,12.35,17,511,14.09002,3,604.09,8038,27.75,A1
1797411,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,279,2018-01-13,2015-07-29,8719.84,44,899,3.22222,10,909,55.24752,7,3435.85032,8032,-20.35842,A1
1832157,"Bird,Cat,Dog,Small Animal",4,False,60,2018-01-08,2015-08-14,3309.0,20,878,14.63333,15,893,12.09406,1,1110.18297,141,65.37037,A1
1913925,"Cat,Dog,Small Animal,Wild Bird",4,False,60,2018-01-06,2016-05-14,1382.34,28,602,10.03333,17,619,17.4475,0,793.99,4039,60.48148,A1
1931573,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,63,2018-01-12,2016-04-18,522.13,16,634,10.06349,11,645,17.5814,2,315.37,4035,-8.99471,A2
1952367,"Cat,Dog,Fish,Wild Bird",4,False,72,2018-01-11,2015-08-01,3629.06,17,894,12.41667,12,906,14.30464,26,938.2359,131,18.84259,A1
1974398,"Cat,Dog,Fish,Wild Bird",4,False,57,2018-01-05,2015-08-11,916.25,18,878,15.40351,18,896,11.45089,2,445.27147,4101,57.19298,A2
1975418,"Bird,Cat,Dog,Fish",4,False,128,2018-01-07,2015-07-27,6275.67,21,895,6.99219,16,911,25.29089,10,2064.4602,7014,-16.96615,A1
6323497,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,73,2018-01-08,2015-08-16,4755.82,16,876,12.0,15,891,14.74747,8,1468.5682,8029,8.49315,A1
6325005,"Cat,Dog,Fish,Wild Bird",4,False,294,2018-01-13,2015-07-27,11048.4,71,901,3.06463,10,911,58.09001,73,2896.1947,57,22.22411,A1
6350744,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,64,2018-01-12,2016-11-26,261.18,21,412,6.4375,11,423,27.23404,3,112.37,4065,-22.89062,A2
6378130,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,89,2017-12-20,2016-03-08,1656.98,16,652,7.32584,34,686,23.35277,4,778.71248,9005,-31.48564,A1
2916118,"Cat,Dog,Small Animal,Wild Bird",4,False,134,2018-01-10,2015-07-28,7787.84,31,897,6.69403,13,910,26.50549,11,2346.801,9006,16.95688,A1
291922,"Cat,Dog,Fish,Wild Bird",4,False,80,2018-01-13,2015-07-27,2880.66,22,901,11.2625,10,911,15.80681,7,989.6667,8044,39.18056,A1
6476180,"Dog,Fish,Reptile,Small Animal",5,False,30,2018-01-10,2016-12-17,474.98,17,389,12.96667,13,402,13.43284,2,299.82,9044,26.55556,A1
3070697,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,82,2018-01-09,2015-07-27,2258.07,17,897,10.93902,14,911,16.20198,0,541.2273,90,4.92547,A2
3094521,"Cat,Dog,Small Animal,Wild Bird",4,False,93,2018-01-08,2015-08-09,1913.84,18,883,9.49462,15,898,18.64143,14,433.32147,205,-3.44086,A2
309639,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,125,2017-12-29,2015-07-27,3447.89,18,886,7.088,25,911,24.69813,32,660.21457,9073,-27.12,A1
3123808,"Cat,Dog,Fish,Wild Bird",4,False,76,2018-01-06,2015-07-30,2461.22,19,891,11.72368,17,908,15.06608,23,677.86907,117,26.11111,A1
3130368,"Bird,Cat,Dog,Fish,Reptile",4,False,112,2018-01-11,2015-11-08,1155.35,41,795,7.09821,12,807,24.98141,4,588.0926,195,64.12202,A1
4686118,"Bird,Cat,Dog,Reptile,Small Animal",4,False,80,2018-01-07,2015-07-27,1200.53,17,895,11.1875,16,911,15.80681,3,635.67888,98,7.54861,A2
4692393,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,89,2018-01-10,2015-09-18,2131.8,17,845,9.49438,13,858,18.67133,0,625.8005,134,-8.95131,A1
4759612,"Cat,Dog,Small Animal,Wild Bird",4,False,96,2018-01-01,2015-07-29,9448.63,17,887,9.23958,22,909,19.0099,16,2567.855,217,-10.57292,A1
4783641,"Cat,Dog,Small Animal,Wild Bird",4,False,66,2018-01-13,2015-08-02,3570.82,17,895,13.56061,10,905,13.12707,31,509.5277,9006,29.50337,A2
4806033,"Bird,Cat,Dog,Fish",4,False,109,2018-01-03,2015-08-03,10713.55,23,884,8.11009,20,904,21.70354,3,3802.019,7004,5.9735,A1
489236,"Bird,Cat,Dog,Reptile",4,False,80,2018-01-11,2016-09-22,1659.83,25,476,5.95,12,488,29.5082,32,287.01,4045,-15.27778,A2
2023569,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,45,2017-12-22,2016-10-03,1162.6,31,445,9.88889,32,477,16.98113,5,540.7,4013,82.55556,A1
2073130,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,132,2018-01-05,2015-07-31,6401.74,23,889,6.73485,18,907,26.19625,20,1767.96785,87,-12.20118,A1
2090996,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,55,2018-01-02,2015-08-03,1276.35,17,883,16.05455,21,904,10.95133,4,629.42352,23,55.23232,A2
2110383,"Dog,Fish,Reptile,Small Animal",5,False,56,2018-01-10,2015-08-04,788.97,16,890,15.89286,13,903,11.16279,0,385.3308,195,43.33333,A2
212316,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,97,2018-01-13,2016-07-28,3259.74,34,534,5.50515,10,544,32.09559,24,448.71268,4037,5.93356,A1
2165114,"Bird,Cat,Dog,Fish,Reptile",4,False,72,2017-12-31,2015-07-27,1766.99,21,888,12.33333,23,911,14.22613,6,672.4126,153,47.61574,A1
2206483,"Bird,Cat,Dog,Wild Bird",4,False,111,2018-01-12,2015-07-30,3039.4,16,897,8.08108,11,908,22.00441,1,714.294,54,-27.28729,A1
86379,"Cat,Dog,Fish,Wild Bird",4,False,53,2017-12-10,2015-10-07,1688.26,21,795,15.0,44,839,11.37068,3,559.33,4,84.68553,A2
8641306,"Bird,Dog,Reptile,Small Animal,Wild Bird",5,False,28,2018-01-11,2017-08-19,563.82,28,145,5.17857,12,157,32.10191,9,309.52,4095,-12.77778,A1
865941,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,100,2018-01-08,2015-07-30,2871.77,18,893,8.93,15,908,19.82379,12,1264.34962,128,-9.2,A1
8677442,"Dog,Fish,Reptile,Small Animal",5,False,16,2017-12-17,2017-09-01,445.03,16,107,6.6875,37,144,20.0,1,252.56,4083,-20.0,A1
875215,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,56,2018-01-11,2015-11-05,1759.11,21,798,14.25,12,810,12.44444,2,711.6276,169,68.75,A1
875382,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,163,2018-01-13,2015-07-27,4480.17,28,901,5.52761,10,911,32.20637,4,1448.63905,3,-13.06067,A1
2229,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,105,2018-01-13,2015-08-06,3043.51,18,891,8.48571,10,901,20.97669,8,1763.71277,108,-14.19048,A1
224679,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,153,2018-01-13,2015-07-31,7605.11,31,897,5.86275,10,907,30.36384,17,2351.4965,208,2.09513,A1
2257762,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,92,2018-01-09,2015-08-18,871.92,25,875,9.51087,14,889,18.62767,12,86.3399,2,34.20894,A3
1044224,"Bird,Cat,Dog,Fish,Small Animal",4,False,119,2018-01-05,2015-08-11,4264.1,18,878,7.37815,18,896,23.90625,16,1178.34663,9050,-24.70588,A1
1056897,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,88,2018-01-13,2016-11-14,1987.16,23,425,4.82955,10,435,36.41379,13,681.62,134,-36.83712,A1
6940062,"Bird,Cat,Dog,Small Animal",4,False,113,2018-01-13,2015-08-14,5113.0,18,883,7.81416,10,893,22.77716,3,2007.62776,217,-20.97345,A1
7021577,"Cat,Dog,Fish,Wild Bird",4,False,67,2018-01-11,2015-08-04,5020.85,16,891,13.29851,12,903,13.35548,1,1796.3978,6,19.801,A1
108750,"Fish,Reptile",5,False,62,2018-01-09,2016-01-11,552.72,21,729,11.75806,14,743,15.02019,31,491.71,151,39.81183,A2
5432130,"Bird,Cat,Dog,Small Animal",4,False,46,2018-01-12,2016-12-18,1333.57,16,390,8.47826,11,401,20.64838,4,537.44,45,-22.51208,A1
552427,"Cat,Dog,Small Animal,Wild Bird",4,False,100,2018-01-01,2015-07-28,3493.75,19,888,8.88,22,910,19.78022,1,968.17799,5,-3.94444,A1
5585464,"Dog,Fish,Reptile,Wild Bird",5,False,80,2018-01-12,2015-08-10,3066.27,23,886,11.075,11,897,16.05351,23,1438.1653,9016,43.27083,A1
